lat,lon,temperature_current_mean,temperature_prev_mean,temperature_delta,temperature_change_per_day,precipitation_current_mean,precipitation_prev_mean,precipitation_delta,precipitation_change_per_day,humidity_current_mean,humidity_prev_mean,humidity_delta,humidity_change_per_day,soil_moisture_0_to_7cm_current_mean,soil_moisture_0_to_7cm_prev_mean,soil_moisture_0_to_7cm_delta,soil_moisture_0_to_7cm_change_per_day,et_fao_56_current_mean,et_fao_56_prev_mean,et_fao_56_delta,et_fao_56_change_per_day,soil_temp_0_7cm_current_mean,soil_temp_0_7cm_prev_mean,soil_temp_0_7cm_delta,soil_temp_0_7cm_change_per_day
33.0,72.0,22.789583333333333,23.55625,-0.7666666666666657,-0.10952380952380938,0.0,0.0,0.0,0.0,57.89583333333333,48.708333333333336,9.187499999999993,1.312499999999999,,,,,,,,,,,,
27.0,86.0,24.708333333333336,25.208333333333336,-0.5,-0.07142857142857142,0.2,0.0,0.2,0.028571428571428574,65.54166666666666,67.3125,-1.7708333333333428,-0.25297619047619185,,,,,,,,,,,,
10.0,79.0,27.477083333333336,25.133333333333333,2.3437500000000036,0.3348214285714291,0.8,35.0,-34.2,-4.885714285714286,79.0,91.47916666666667,-12.479166666666671,-1.782738095238096,,,,,,,,,,,,
35.0,78.0,-11.55,-7.304166666666667,-4.245833333333334,-0.6065476190476191,0.2,0.05,0.15000000000000002,0.021428571428571432,74.20833333333334,66.77083333333334,7.4375,1.0625,,,,,,,,,,,,
33.0,90.0,-3.9875,-1.7666666666666666,-2.220833333333333,-0.31726190476190474,0.0,0.0,0.0,0.0,29.208333333333332,25.979166666666664,3.229166666666668,0.461309523809524,,,,,,,,,,,,
25.0,86.0,27.237499999999997,28.0375,-0.8000000000000043,-0.11428571428571489,0.7,0.0,0.7,0.09999999999999999,72.14583333333333,67.02083333333334,5.124999999999986,0.7321428571428551,,,,,,,,,,,,
35.0,96.0,-4.445833333333334,-2.2125,-2.233333333333334,-0.31904761904761914,0.0,0.2,-0.2,-0.028571428571428574,35.229166666666664,41.10416666666667,-5.875000000000007,-0.8392857142857153,,,,,,,,,,,,
31.0,74.0,22.87083333333333,23.59375,-0.72291666666667,-0.10327380952381,0.0,0.0,0.0,0.0,69.47916666666667,65.33333333333334,4.145833333333329,0.5922619047619041,,,,,,,,,,,,
29.0,86.0,-1.30625,0.19166666666666665,-1.4979166666666666,-0.21398809523809523,1.4,0.0,1.4,0.19999999999999998,61.979166666666664,40.29166666666667,21.687499999999993,3.0982142857142847,,,,,,,,,,,,
12.0,79.0,25.741666666666667,24.495833333333337,1.24583333333333,0.17797619047619,5.6,19.35,-13.750000000000002,-1.9642857142857146,84.1875,93.10416666666666,-8.916666666666657,-1.2738095238095224,,,,,,,,,,,,
37.0,78.0,-4.039583333333333,-5.814583333333333,1.7750000000000004,0.2535714285714286,0.0,0.0,0.0,0.0,44.395833333333336,64.08333333333334,-19.687500000000007,-2.812500000000001,,,,,,,,,,,,
31.0,92.0,-2.6291666666666664,-1.7812500000000002,-0.8479166666666662,-0.12113095238095231,2.65,0.0,2.65,0.37857142857142856,37.354166666666664,35.041666666666664,2.3125,0.33035714285714285,,,,,,,,,,,,
23.0,88.0,27.75625,27.53125,0.22500000000000142,0.03214285714285735,0.30000000000000004,0.0,0.30000000000000004,0.042857142857142864,78.14583333333333,75.08333333333333,3.0625,0.4375,,,,,,,,,,,,
33.0,74.0,22.5625,23.924999999999997,-1.3624999999999972,-0.19464285714285673,0.0,0.0,0.0,0.0,59.5625,47.166666666666664,12.395833333333336,1.7708333333333337,,,,,,,,,,,,
27.0,88.0,14.472916666666666,15.162500000000001,-0.689583333333335,-0.098511904761905,0.45,1.85,-1.4000000000000001,-0.2,82.0625,83.14583333333334,-1.0833333333333428,-0.15476190476190613,,,,,,,,,,,,
35.0,80.0,-7.627083333333333,-3.070833333333333,-4.55625,-0.6508928571428572,0.0,0.0,0.0,0.0,28.416666666666668,24.1875,4.229166666666668,0.6041666666666669,,,,,,,,,,,,
33.0,92.0,-4.918749999999999,-3.0083333333333333,-1.910416666666666,-0.2729166666666666,0.45,0.1,0.35,0.049999999999999996,35.375,37.4375,-2.0625,-0.29464285714285715,,,,,,,,,,,,
25.0,88.0,27.5375,28.4,-0.8624999999999972,-0.1232142857142853,0.30000000000000004,0.0,0.30000000000000004,0.042857142857142864,77.45833333333334,74.125,3.333333333333343,0.47619047619047755,,,,,,,,,,,,
31.0,76.0,21.920833333333334,23.71875,-1.7979166666666657,-0.25684523809523796,0.0,0.0,0.0,0.0,71.97916666666666,71.08333333333334,0.8958333333333144,0.12797619047618777,,,,,,,,,,,,
29.0,88.0,-1.2729166666666667,-0.4541666666666667,-0.81875,-0.11696428571428572,0.0,0.0,0.0,0.0,41.95833333333333,24.854166666666664,17.104166666666664,2.4434523809523805,,,,,,,,,,,,
37.0,80.0,12.49375,11.912500000000001,0.5812499999999989,0.08303571428571413,0.0,0.0,0.0,0.0,28.354166666666664,30.583333333333332,-2.229166666666668,-0.3184523809523811,,,,,,,,,,,,
31.0,94.0,-9.447916666666668,-5.1187499999999995,-4.329166666666668,-0.6184523809523812,2.7,1.55,1.1500000000000001,0.1642857142857143,79.79166666666667,59.791666666666664,20.000000000000007,2.857142857142858,,,,,,,,,,,,
23.0,90.0,28.293750000000003,28.34166666666667,-0.04791666666666572,-0.00684523809523796,0.05,0.0,0.05,0.0071428571428571435,76.02083333333334,71.85416666666667,4.166666666666671,0.5952380952380959,,,,,,,,,,,,
8.0,77.0,27.570833333333333,26.25416666666667,1.3166666666666629,0.18809523809523757,4.1,18.8,-14.700000000000001,-2.1,80.58333333333333,83.375,-2.7916666666666714,-0.3988095238095245,,,,,,,,,,,,
33.0,76.0,5.79375,7.0,-1.2062499999999998,-0.17232142857142854,0.65,8.2,-7.549999999999999,-1.0785714285714285,47.895833333333336,65.64583333333333,-17.749999999999993,-2.5357142857142847,,,,,,,,,,,,
27.0,90.0,12.633333333333335,13.066666666666666,-0.4333333333333318,-0.061904761904761685,1.35,0.0,1.35,0.19285714285714287,81.95833333333333,78.60416666666667,3.354166666666657,0.4791666666666653,,,,,,,,,,,,
35.0,82.0,-8.064583333333333,-4.216666666666667,-3.8479166666666664,-0.5497023809523809,0.05,0.0,0.05,0.0071428571428571435,40.33333333333333,37.958333333333336,2.374999999999993,0.33928571428571325,,,,,,,,,,,,
33.0,94.0,-3.05625,-2.064583333333333,-0.9916666666666667,-0.14166666666666666,0.2,0.05,0.15000000000000002,0.021428571428571432,40.91666666666667,52.354166666666664,-11.437499999999993,-1.6339285714285705,,,,,,,,,,,,
25.0,90.0,27.370833333333337,28.00625,-0.6354166666666643,-0.09077380952380919,0.0,0.0,0.0,0.0,76.125,71.9375,4.1875,0.5982142857142857,,,,,,,,,,,,
31.0,78.0,13.102083333333333,15.114583333333332,-2.0124999999999993,-0.2874999999999999,0.0,0.5,-0.5,-0.07142857142857142,59.35416666666667,63.479166666666664,-4.124999999999993,-0.5892857142857133,,,,,,,,,,,,
29.0,90.0,-4.439583333333333,-3.4229166666666666,-1.0166666666666666,-0.14523809523809522,0.65,0.0,0.65,0.09285714285714286,61.770833333333336,35.208333333333336,26.5625,3.794642857142857,,,,,,,,,,,,
31.0,96.0,-8.95625,-4.327083333333333,-4.629166666666667,-0.6613095238095239,0.1,0.75,-0.65,-0.09285714285714286,74.85416666666666,47.791666666666664,27.062499999999993,3.8660714285714275,,,,,,,,,,,,
23.0,92.0,28.28541666666667,28.058333333333337,0.22708333333333286,0.032440476190476124,0.65,0.8500000000000001,-0.20000000000000007,-0.02857142857142858,78.72916666666667,84.75,-6.020833333333329,-0.8601190476190469,,,,,,,,,,,,
8.0,79.0,28.09583333333333,26.720833333333335,1.3749999999999964,0.19642857142857093,0.05,33.7,-33.650000000000006,-4.807142857142858,81.9375,81.625,0.3125,0.044642857142857144,,,,,,,,,,,,
33.0,78.0,-9.585416666666667,-8.04375,-1.5416666666666679,-0.2202380952380954,0.0,0.0,0.0,0.0,48.1875,51.895833333333336,-3.7083333333333357,-0.5297619047619051,,,,,,,,,,,,
27.0,92.0,17.522916666666667,18.664583333333333,-1.1416666666666657,-0.16309523809523796,0.2,0.0,0.2,0.028571428571428574,82.0625,78.10416666666666,3.958333333333343,0.5654761904761918,,,,,,,,,,,,
25.0,92.0,27.614583333333336,27.56458333333333,0.05000000000000426,0.0071428571428577515,0.0,0.0,0.0,0.0,73.95833333333334,75.5,-1.5416666666666572,-0.22023809523809387,,,,,,,,,,,,
31.0,80.0,-3.722916666666667,-1.64375,-2.0791666666666666,-0.2970238095238095,0.0,0.0,0.0,0.0,39.20833333333333,46.729166666666664,-7.520833333333336,-1.0744047619047623,,,,,,,,,,,,
29.0,92.0,-3.9583333333333335,-2.8833333333333333,-1.0750000000000002,-0.1535714285714286,1.1500000000000001,0.05,1.1,0.15714285714285717,49.77083333333333,37.41666666666667,12.354166666666657,1.764880952380951,,,,,,,,,,,,
23.0,94.0,28.31875,27.712500000000002,0.6062499999999993,0.08660714285714276,0.9500000000000001,0.1,0.8500000000000001,0.12142857142857144,65.66666666666667,67.08333333333333,-1.4166666666666572,-0.20238095238095102,,,,,,,,,,,,
33.0,80.0,-13.845833333333333,-10.512500000000001,-3.333333333333332,-0.476190476190476,0.0,0.0,0.0,0.0,32.958333333333336,33.89583333333333,-0.9374999999999929,-0.13392857142857043,,,,,,,,,,,,
27.0,94.0,25.177083333333332,25.65833333333333,-0.4812499999999993,-0.0687499999999999,0.0,0.0,0.0,0.0,72.58333333333334,75.0,-2.416666666666657,-0.3452380952380939,,,,,,,,,,,,
37.0,96.0,4.579166666666667,6.737500000000001,-2.158333333333334,-0.30833333333333346,0.0,0.0,0.0,0.0,18.6875,16.75,1.9375,0.2767857142857143,,,,,,,,,,,,
31.0,82.0,-4.74375,-2.7770833333333336,-1.9666666666666668,-0.28095238095238095,0.75,0.0,0.75,0.10714285714285714,44.229166666666664,34.97916666666667,9.249999999999993,1.3214285714285705,,,,,,,,,,,,
35.0,98.0,-2.645833333333333,-0.14583333333333331,-2.4999999999999996,-0.3571428571428571,0.25,0.1,0.15,0.02142857142857143,38.5625,45.83333333333333,-7.270833333333329,-1.0386904761904756,,,,,,,,,,,,
23.0,78.0,24.37916666666667,24.95,-0.5708333333333293,-0.08154761904761847,2.35,2.35,0.0,0.0,86.35416666666666,68.04166666666666,18.3125,2.6160714285714284,,,,,,,,,,,,
14.0,75.0,22.516666666666666,24.06875,-1.5520833333333357,-0.22172619047619083,8.2,7.75,0.4499999999999993,0.06428571428571418,93.52083333333334,87.125,6.395833333333343,0.9136904761904775,,,,,,,,,,,,
29.0,94.0,-2.9729166666666664,-1.2666666666666668,-1.7062499999999996,-0.24374999999999994,0.30000000000000004,0.30000000000000004,0.0,0.0,87.64583333333334,74.89583333333333,12.750000000000014,1.8214285714285734,,,,,,,,,,,,
27.0,78.0,21.610416666666666,25.512500000000003,-3.902083333333337,-0.5574404761904768,9.0,0.15000000000000002,8.85,1.2642857142857142,81.45833333333334,71.29166666666666,10.166666666666686,1.452380952380955,,,,,,,,,,,,
33.0,82.0,-2.822916666666667,0.5354166666666667,-3.3583333333333334,-0.4797619047619048,0.0,0.0,0.0,0.0,14.9375,12.666666666666668,2.270833333333332,0.32440476190476175,,,,,,,,,,,,
27.0,96.0,17.777083333333334,19.064583333333335,-1.2875000000000014,-0.18392857142857164,2.05,0.05,1.9999999999999998,0.2857142857142857,81.125,80.14583333333333,0.9791666666666714,0.13988095238095305,,,,,,,,,,,,
37.0,98.0,3.0354166666666664,5.495833333333334,-2.460416666666667,-0.3514880952380953,0.0,0.0,0.0,0.0,34.54166666666667,31.6875,2.8541666666666714,0.4077380952380959,,,,,,,,,,,,
25.0,78.0,21.070833333333333,24.402083333333337,-3.3312500000000043,-0.47589285714285773,9.35,0.0,9.35,1.3357142857142856,93.89583333333334,60.9375,32.95833333333334,4.708333333333335,,,,,,,,,,,,
29.0,78.0,21.985416666666666,24.383333333333333,-2.397916666666667,-0.34255952380952387,0.25,0.15000000000000002,0.09999999999999998,0.014285714285714282,74.04166666666666,69.27083333333333,4.770833333333329,0.6815476190476184,,,,,,,,,,,,
31.0,84.0,0.9749999999999999,1.8395833333333336,-0.8645833333333337,-0.12351190476190481,0.8500000000000001,0.0,0.8500000000000001,0.12142857142857144,29.333333333333336,19.395833333333336,9.9375,1.4196428571428572,,,,,,,,,,,,
23.0,80.0,24.583333333333336,24.889583333333334,-0.3062499999999986,-0.043749999999999796,0.35000000000000003,0.7,-0.3499999999999999,-0.04999999999999999,80.97916666666666,73.6875,7.291666666666657,1.0416666666666654,,,,,,,,,,,,
14.0,77.0,23.535416666666666,24.229166666666664,-0.6937499999999979,-0.09910714285714255,4.5,6.1,-1.5999999999999996,-0.2285714285714285,83.95833333333334,81.95833333333334,2.0,0.2857142857142857,,,,,,,,,,,,
29.0,96.0,2.0729166666666665,3.6729166666666666,-1.6,-0.2285714285714286,1.15,0.1,1.0499999999999998,0.14999999999999997,83.375,62.645833333333336,20.729166666666664,2.9613095238095233,,,,,,,,,,,,
27.0,80.0,21.86875,26.233333333333334,-4.364583333333336,-0.6235119047619051,18.45,0.25,18.2,2.6,81.0,73.0625,7.9375,1.1339285714285714,,,,,,,,,,,,
37.0,82.0,11.39375,10.36875,1.0250000000000004,0.1464285714285715,0.0,0.0,0.0,0.0,26.895833333333336,32.08333333333333,-5.187499999999993,-0.7410714285714276,,,,,,,,,,,,
27.0,98.0,16.939583333333335,18.0,-1.060416666666665,-0.151488095238095,0.25,1.65,-1.4,-0.19999999999999998,75.66666666666667,85.08333333333334,-9.416666666666671,-1.345238095238096,,,,,,,,,,,,
25.0,80.0,24.327083333333334,26.329166666666666,-2.0020833333333314,-0.28601190476190447,9.8,0.1,9.700000000000001,1.385714285714286,86.20833333333334,67.625,18.583333333333343,2.654761904761906,,,,,,,,,,,,
35.0,84.0,-8.033333333333333,-5.320833333333334,-2.7124999999999995,-0.3874999999999999,0.0,0.0,0.0,0.0,26.229166666666664,28.958333333333336,-2.7291666666666714,-0.38988095238095305,,,,,,,,,,,,
29.0,80.0,21.264583333333334,24.335416666666667,-3.070833333333333,-0.43869047619047613,0.15000000000000002,0.0,0.15000000000000002,0.021428571428571432,68.77083333333333,70.27083333333334,-1.5000000000000142,-0.21428571428571633,,,,,,,,,,,,
33.0,96.0,-5.152083333333334,-4.49375,-0.6583333333333332,-0.09404761904761903,1.15,0.39999999999999997,0.75,0.10714285714285714,47.60416666666667,63.583333333333336,-15.979166666666664,-2.282738095238095,,,,,,,,,,,,
23.0,82.0,24.429166666666667,24.06041666666667,0.3687499999999986,0.05267857142857123,0.6,0.5,0.09999999999999998,0.014285714285714282,80.95833333333333,75.4375,5.520833333333329,0.7886904761904755,,,,,,,,,,,,
27.0,82.0,23.4,25.43333333333333,-2.0333333333333314,-0.2904761904761902,1.35,0.0,1.35,0.19285714285714287,75.375,73.4375,1.9375,0.2767857142857143,,,,,,,,,,,,
37.0,84.0,8.416666666666666,6.495833333333334,1.9208333333333325,0.27440476190476176,0.0,0.0,0.0,0.0,17.458333333333336,31.916666666666668,-14.458333333333332,-2.0654761904761902,,,,,,,,,,,,
31.0,98.0,-3.439583333333333,-0.7958333333333334,-2.64375,-0.3776785714285714,0.15000000000000002,0.65,-0.5,-0.07142857142857142,57.0625,44.3125,12.75,1.8214285714285714,,,,,,,,,,,,
10.0,75.0,27.65208333333333,27.4625,0.18958333333333144,0.027083333333333064,22.299999999999997,6.800000000000001,15.499999999999996,2.214285714285714,80.70833333333334,80.8125,-0.10416666666665719,-0.014880952380951027,,,,,,,,,,,,
35.0,86.0,-7.452083333333334,-4.916666666666666,-2.535416666666668,-0.36220238095238116,0.0,0.0,0.0,0.0,21.020833333333332,25.770833333333332,-4.75,-0.6785714285714286,,,,,,,,,,,,
29.0,82.0,5.260416666666667,7.9625,-2.7020833333333334,-0.3860119047619048,6.6499999999999995,0.9500000000000001,5.699999999999999,0.8142857142857142,83.3125,77.33333333333333,5.979166666666671,0.8541666666666673,,,,,,,,,,,,
33.0,98.0,-3.6104166666666666,-4.53125,0.9208333333333334,0.13154761904761905,0.45,1.8499999999999999,-1.4,-0.19999999999999998,60.416666666666664,85.0625,-24.645833333333336,-3.5208333333333335,,,,,,,,,,,,
12.0,75.0,26.383333333333333,27.25,-0.8666666666666671,-0.12380952380952388,26.25,5.45,20.8,2.9714285714285715,85.20833333333334,82.54166666666666,2.6666666666666856,0.38095238095238365,,,,,,,,,,,,
25.0,94.0,21.99791666666667,21.83125,0.16666666666666785,0.023809523809523978,0.25,0.25,0.0,0.0,77.3125,78.625,-1.3125,-0.1875,,,,,,,,,,,,
27.0,84.0,24.2125,25.324999999999996,-1.1124999999999972,-0.15892857142857103,0.4,0.0,0.4,0.05714285714285715,81.875,78.04166666666666,3.833333333333343,0.547619047619049,,,,,,,,,,,,
37.0,86.0,-9.066666666666666,-6.0479166666666675,-3.018749999999999,-0.43124999999999986,0.0,0.05,-0.05,-0.0071428571428571435,32.9375,28.708333333333332,4.229166666666668,0.6041666666666669,,,,,,,,,,,,
10.0,77.0,20.9,21.670833333333334,-0.7708333333333357,-0.11011904761904796,17.35,24.15,-6.799999999999997,-0.971428571428571,95.83333333333333,95.91666666666666,-0.0833333333333286,-0.011904761904761228,,,,,,,,,,,,
23.0,96.0,28.55625,27.09791666666667,1.4583333333333286,0.20833333333333265,0.0,0.85,-0.85,-0.12142857142857143,63.95833333333333,81.4375,-17.47916666666667,-2.49702380952381,,,,,,,,,,,,
