landslide_id,lat,lon,event_date,landslide_category,country
23913708,22.44394492,91.97239273,2017-06-13,landslide,Bangladesh
23913721,22.59420297,92.16404889,2017-06-12,landslide,Bangladesh
23913724,34.56101506,73.86293399,2017-06-04,landslide,Pakistan
23913725,21.556137,85.70071225,2017-06-21,riverbank_collapse,India
23913718,24.32420539,93.15020652,2017-06-26,landslide,India
23913723,8.55866825,76.89785918,2017-06-05,landslide,India
23913727,13.90074546,74.66018578,2017-06-12,landslide,India
23913747,34.788609480000005,73.51484235999999,2017-06-29,mudslide,Pakistan
23913739,15.68638494,74.16234114,2017-06-29,landslide,India
23913726,23.73354779,92.74744512,2017-06-10,landslide,India
23913749,28.27909521,83.00633062,2017-07-01,landslide,Nepal
23913734,31.72415448,76.93732121,2017-06-27,landslide,India
23913748,32.23843313,78.06239076,2017-07-02,landslide,India
23913732,24.19467451,91.82931979,2017-06-03,landslide,India
23913750,19.170539,73.022276,2016-08-29,landslide,India
23913746,27.54295099,88.59676956,2017-05-26,landslide,India
23913752,25.06657276,93.9310888,2017-06-30,landslide,India
23913760,24.768609,92.821182,2016-09-01,landslide,India
23913761,28.007828,86.191717,2016-08-31,landslide,Nepal
23913757,31.452060000000003,78.40130300000001,2016-08-21,landslide,India
23913762,28.27254506,83.95706865,2017-07-02,landslide,Nepal
23913768,30.922325,78.68137899999999,2016-08-28,landslide,India
23913764,14.52203442,74.41035052000001,2017-07-03,landslide,India
23913773,27.01145644,92.64204045,2017-07-01,landslide,India
23913753,27.503555,85.21970900000001,2016-08-31,landslide,Nepal
23913766,27.08168565,93.60815652,2017-07-01,landslide,India
23913780,29.132062,81.811777,2016-08-15,landslide,Nepal
23913782,30.995694,78.936314,2016-08-29,landslide,India
23913767,33.18477201,75.80813836,2017-06-29,landslide,India
23913763,27.10647226,93.65975252,2017-07-01,landslide,India
23913769,33.08146902,75.29750088,2017-06-30,landslide,India
23913783,27.04768643,93.61899644,2017-06-30,landslide,India
23913775,27.18732399,87.50256183,2017-06-30,landslide,Nepal
23913779,23.73941422,92.71505961,2017-06-01,landslide,India
23913785,26.10035658,91.87351723,2017-07-03,landslide,India
23913774,32.26186432,78.0685005,2017-07-02,landslide,India
23913828,29.4085,80.1327,2009-08-17,landslide,India
23913789,28.239,82.9415,2016-08-06,landslide,Nepal
23913786,27.943851,83.805661,2016-09-03,landslide,Nepal
23913836,29.58,80.67,2014-02-28,landslide,Nepal
23913792,26.14547804,91.79364785,2017-07-10,landslide,India
23913814,29.0833,81.3333,2008-07-24,landslide,Nepal
23913790,19.41286968,73.28423263,2017-08-29,landslide,India
23913860,31.5639,77.9798,2011-06-17,landslide,India
23913844,30.1281,78.3221,2012-07-05,landslide,India
23913863,30.819,78.6149,2013-07-28,mudslide,India
23913896,18.7624,73.3747,2010-06-15,landslide,India
23913891,33.33875958,75.19210609999999,2011-02-13,landslide,India
23913877,27.59,83.88,2010-08-23,landslide,Nepal
23913897,29.0399,81.7191,2010-07-19,landslide,Nepal
23913858,27.978,85.9742,2012-05-03,landslide,China
23913886,33.334,75.7627,2010-08-09,landslide,India
23913881,26.87324244,88.29184020999999,2009-07-03,landslide,India
23913898,33.2407,75.2373,2012-01-12,landslide,India
23913829,27.99134853,84.06527738,2011-07-16,landslide,Nepal
23913926,32.6987,75.0582,2016-08-07,landslide,India
23913908,32.3491,77.2181,2011-07-15,landslide,India
23913923,27.2485,86.6444,2010-08-21,landslide,Nepal
23913905,33.2049,75.2845,2015-07-12,landslide,India
23913919,25.8833,91.2,2010-06-09,landslide,India
23913966,30.80200029,78.61786282,2010-08-13,landslide,India
23913951,24.1419,94.1078,2015-08-01,landslide,India
23913968,27.2625,87.6017,2015-10-08,landslide,Nepal
23913989,26.8073,88.3162,2010-06-16,landslide,India
23913940,24.5784,91.7227,2014-05-10,landslide,Bangladesh
23913927,34.2952,75.3226,2016-06-08,landslide,India
23913956,34.166,73.1983,2016-07-27,landslide,Pakistan
23913943,27.8122,89.9019,2010-07-22,landslide,Bhutan
23913994,15.3455,73.8976,2016-06-28,landslide,India
23913979,31.9671,76.85210000000001,2013-07-07,landslide,India
23913991,28.12,82.86,2010-01-10,mudslide,Nepal
23913990,27.6163,88.6586,2015-05-24,landslide,India
23913986,33.3308,75.1773,2011-03-19,landslide,India
23913995,28.3401,83.5983,2010-08-19,landslide,Nepal
23913999,31.709,76.9312,2012-08-24,landslide,India
23913996,19.0397,72.907,2012-09-03,landslide,India
23913992,22.1337,78.8979,2016-03-07,landslide,India
23914014,25.5728,91.885,2010-06-28,landslide,India
23914033,27.0987,93.816,2015-06-09,landslide,India
23914000,29.393,79.4525,2015-07-06,landslide,India
23914016,34.2256,73.673,2011-02-07,landslide,Pakistan
23914047,34.3331,73.202,2016-03-20,landslide,Pakistan
23914023,34.5628,77.6001,2010-05-27,landslide,India
23914027,28.8389,82.2873,2014-07-20,landslide,Nepal
23914019,15.4465,73.927,2015-06-18,landslide,India
23914029,28.2134,83.9557,2014-08-25,riverbank_collapse,Nepal
23914002,27.9939,84.094,2011-07-02,landslide,Nepal
23914044,25.1553,93.028,2010-04-01,landslide,India
23914031,24.7625,93.4341,2013-08-17,landslide,India
23914092,27.81856897,84.46740047,2018-08-04,landslide,Nepal
23914048,28.3922,83.1913,2013-09-03,landslide,Nepal
23914105,31.49911602,78.22419099000001,2015-04-16,landslide,India
23914108,10.53762479,76.21576213,2018-08-15,mudslide,India
23914099,16.515960959999997,80.65421245,2018-08-15,landslide,India
23914096,31.6891217,77.27867699,2018-10-09,landslide,India
23914122,30.00101856,95.30518657,2018-10-03,rock_fall,China
23914145,9.74109526,76.71354671,2018-08-08,landslide,India
23914100,28.17096627,84.43234852,2018-08-15,landslide,Nepal
23914144,12.41220889,75.73422934,2018-08-09,landslide,India
23914114,33.29950376,75.18115668,2018-10-10,landslide,India
23914124,20.43251283,85.51345613000001,2018-10-12,landslide,India
23914139,33.24019317,75.23888989,2018-12-18,rock_fall,India
23914141,18.97213889,84.15813889,2018-10-13,landslide,India
23914116,12.79630729,75.59507472,2018-09-20,landslide,India
23914174,34.16098224,77.55448943,2018-08-09,mudslide,India
23914175,32.17102661,76.41866146,2018-08-08,landslide,India
23914123,29.35855118,81.34031998,2018-08-15,landslide,Nepal
23914181,30.917143990000003,78.68361831,2018-08-10,landslide,India
23914178,11.74045825,75.79592486,2018-08-08,landslide,India
23914146,30.821298950000003,78.23265711,2018-08-08,landslide,India
23914168,10.16699483,76.75872389,2018-08-08,landslide,India
23914148,11.36670899,76.22109653,2018-08-08,landslide,India
23914166,28.69472685,82.21129644,2018-08-05,landslide,Nepal
23914185,10.02195311,76.94077696000001,2018-08-09,landslide,India
23914199,33.25426998,75.20536698999999,2018-11-03,landslide,India
23914189,33.14419929,75.76778247,2018-09-26,landslide,India
23914187,31.91422878,76.8929866,2017-08-13,debris_flow,India
23914202,33.1454521,75.78025690999999,2018-08-21,landslide,India
23914198,33.049870899999995,75.94928866000001,2018-09-25,landslide,India
23914186,29.85124503,80.55415467,2018-08-09,landslide,Nepal
23914203,34.019611,72.65975,2018-11-10,mudslide,Pakistan
23914583,28.3928,83.5942,2015-05-24,landslide,Nepal
23914577,30.7412,79.4929,2011-07-09,landslide,India
23914201,15.67935597,78.3501421,2018-11-23,mudslide,India
23914580,19.069,72.8703,2010-06-25,landslide,India
23914611,25.1175,92.8573,2012-06-03,landslide,India
23914614,29.8002,80.2565,2016-06-30,mudslide,India
23914605,19.1497,83.6299,2014-08-03,landslide,India
23914606,32.8468,75.137,2014-09-06,landslide,India
23914619,28.2399,83.2266,2013-09-03,landslide,Nepal
23914629,30.2851,78.9829,2010-09-03,landslide,India
23914645,31.4711,77.6746,2013-07-14,landslide,India
23914625,27.1761,88.5287,2009-08-20,mudslide,India
23914632,28.3742,83.5214,2013-08-09,landslide,Nepal
23914659,28.4115,84.7943,2011-09-30,landslide,Nepal
23914661,26.8722,87.3303,2013-09-06,landslide,Nepal
23914647,30.904,77.0969,2010-07-25,landslide,India
23914643,18.72,73.47,2008-08-10,landslide,India
23914690,28.3536,82.3997,2013-06-29,landslide,Nepal
23914692,25.5125,93.3613,2011-06-29,landslide,India
23914685,28.0063,83.7826,2010-07-11,landslide,Nepal
23914673,34.6113,74.9499,2012-08-21,landslide,India
23914679,24.9829,93.5063,2013-09-01,mudslide,India
23914698,32.1797,77.1947,2012-08-18,landslide,India
23914699,26.8823,87.9125,2016-06-14,landslide,Nepal
23914701,27.5161,88.5575,2011-09-30,landslide,India
23914706,19.6699,73.5111,2011-07-12,landslide,India
23914704,34.785,73.5206,2016-10-01,landslide,Pakistan
23914720,31.5304,77.7755,2010-08-21,landslide,India
23914724,34.80316285,74.21346154999999,2014-04-03,landslide,Pakistan
23914726,29.5659,80.3657,2013-08-05,landslide,India
23914710,34.1619,77.5528,2010-08-06,landslide,India
23914711,28.11,83.68,2010-05-29,landslide,Nepal
23914733,28.9205,95.3429,2014-06-26,landslide,India
23914732,30.7198,77.1695,2010-09-19,landslide,India
23914714,30.6738,77.3544,2013-07-14,landslide,India
23914727,28.51,81.48,2008-09-21,landslide,Nepal
23914737,28.0583,82.402,2013-07-14,landslide,Nepal
23914762,25.9703,91.8584,2015-09-06,landslide,India
23914750,27.2298,94.0989,2008-06-15,landslide,India
23914743,32.371,77.2468,2010-08-06,landslide,India
23914739,9.7327,76.8403,2008-05-28,landslide,India
23914769,27.36,87.6681,2015-06-11,landslide,Nepal
23914788,17.4303,73.5097,2011-08-30,landslide,India
23914786,11.683,77.571,2014-08-22,other,India
23914789,23.7118,90.4077,2011-07-19,landslide,Bangladesh
23914773,30.262,79.2191,2013-07-24,landslide,India
23914775,9.8721,76.7046,2011-06-02,landslide,India
23914791,32.76390852,77.28272548000001,2017-06-29,landslide,India
23914806,28.2887,83.8974,2015-08-17,landslide,Nepal
23914800,34.0876,74.0225,2010-02-08,landslide,India
23914813,29.6095,79.6628,2010-07-22,landslide,India
23914812,30.2258,78.3755,2011-08-08,landslide,India
23914808,33.23738085,75.24528226,2008-01-09,landslide,India
23914825,30.9013,79.5322,2010-09-19,landslide,India
23914816,35.2538,73.2113,2016-03-23,unknown,Pakistan
23914821,10.3448,77.5666,2015-07-09,landslide,India
23914826,30.241,78.9,2015-07-11,landslide,India
23914843,24.004,93.9815,2015-08-01,landslide,India
23914842,16.8686,96.1433,2016-01-24,landslide,Myanmar
23914835,27.4513,87.6093,2013-06-05,mudslide,Nepal
23914848,27.2879,88.2579,2011-06-23,landslide,India
23914860,32.4298,75.5807,2016-08-07,landslide,India
23914857,33.0809,75.2966,2015-03-15,landslide,India
23914863,33.0097,74.9402,2010-02-26,landslide,India
23914838,32.9262,75.1447,2015-07-11,landslide,India
23914873,27.21898773,89.5187916,2010-05-21,landslide,Bhutan
23914870,30.506,79.1127,2011-07-11,landslide,India
23914877,24.3083,91.7333,2009-05-18,mudslide,Bangladesh
23914889,35.2631,73.1724,2011-02-06,mudslide,Pakistan
23914906,34.5396,73.3461,2016-07-16,landslide,Pakistan
23914914,27.4167,86.6667,2009-09-01,landslide,Nepal
23914884,20.92263267,92.23064284,2010-06-15,landslide,Bangladesh
23914881,33.1847,75.8062,2010-10-12,landslide,India
23914893,27.4373,90.4678,2015-08-14,landslide,Bhutan
23914931,31.1628,77.7241,2013-07-06,landslide,India
23914895,30.9044,77.0969,2012-08-24,landslide,India
23914935,27.4,92.35,2008-10-29,mudslide,India
23914918,32.5606,76.1206,2015-07-26,landslide,India
23914925,26.8716,94.9921,2010-07-20,landslide,India
23914948,30.5631,79.5765,2015-04-28,landslide,India
23914942,26.89,88.47,2009-06-17,mudslide,India
23914961,26.0977,94.7499,2013-06-07,landslide,India
23914954,29.6394,80.7179,2016-06-30,landslide,Nepal
23914968,32.2067,76.3641,2010-07-25,landslide,India
23914958,24.3527,94.3429,2011-07-22,landslide,India
23914997,32.2278,78.071,2012-08-18,landslide,India
23914974,25.1622,92.0104,2016-02-25,landslide,Bangladesh
23914983,36.2792,74.6006,2015-10-25,rock_fall,Pakistan
23915003,28.2638,83.9725,2011-07-20,landslide,Nepal
23915009,26.9282,88.4553,2015-07-04,landslide,India
23915035,26.8861,88.1704,2016-10-12,landslide,India
23915023,32.2322,76.3037,2013-08-07,landslide,India
23915019,28.0075,84.088,2011-07-02,landslide,Nepal
23915032,34.8075,73.6889,2010-10-07,landslide,Pakistan
23915044,19.678,73.5036,2014-07-30,landslide,India
23915059,27.3341,88.6083,2010-04-17,landslide,India
23915026,26.9435,88.4445,2010-08-17,landslide,India
23915043,27.9142,83.7876,2013-07-22,landslide,Nepal
23915046,35.311,73.3197,2016-04-03,landslide,Pakistan
23915047,28.0791,96.5242,2011-03-22,landslide,India
23915067,34.1491,76.826,2011-07-03,landslide,India
23915060,29.4605,81.682,2010-08-23,landslide,Nepal
23915061,26.0319,94.5466,2015-06-24,landslide,India
23915064,32.1967,76.3194,2015-08-11,landslide,India
23915049,20.5349,73.1703,2014-08-20,landslide,India
23915048,34.0604,74.4203,2015-04-03,landslide,India
23915081,27.1249,93.7706,2014-10-01,landslide,India
23915101,28.4659,95.86,2012-04-08,landslide,India
23915110,30.4783,78.2741,2011-05-31,landslide,India
23915089,15.949,73.9667,2010-07-30,landslide,India
23915115,29.3064,81.0561,2015-08-11,landslide,Nepal
23915123,25.0672,93.4093,2011-05-22,landslide,India
23915116,30.6463,79.5306,2010-08-09,landslide,India
23915126,25.08,75.72,2008-08-10,landslide,India
23915128,32.1764,76.3075,2015-08-12,landslide,India
23915133,30.6945,79.0544,2013-06-17,landslide,India
23915150,19.1711,73.0207,2013-07-24,landslide,India
23915161,35.2746,73.2235,2013-01-12,landslide,Pakistan
23915136,27.9715,85.9623,2015-05-01,landslide,Nepal
23915143,11.4098,76.6939,2009-11-09,landslide,India
23915148,29.5326,82.1482,2013-06-18,landslide,Nepal
23915138,12.896,74.8735,2010-07-29,landslide,India
23915187,27.8776,94.25,2013-06-01,landslide,India
23915169,27.7276,88.0446,2010-08-29,landslide,Nepal
23915201,24.9037,93.487,2013-09-01,mudslide,India
23915202,28.05,84.95,2010-07-04,landslide,Nepal
23915189,26.149,91.7351,2012-06-20,landslide,India
23915191,30.9546,77.1792,2010-10-04,landslide,India
23915198,26.1475,91.7356,2012-06-02,landslide,India
23915218,26.1147,94.3864,2013-07-01,landslide,India
23915217,27.1027,88.1218,2016-07-26,landslide,India
23915231,28.0336,85.2178,2016-06-28,mudslide,Nepal
23915216,25.4538,93.9827,2015-07-22,landslide,India
23915234,15.5419,73.9214,2013-08-17,landslide,India
23915252,31.1026923,77.15932841,2018-09-10,landslide,India
23915223,30.9035,77.0965,2010-09-19,landslide,India
23915251,11.58288514,75.96672472,2018-08-09,debris_flow,India
23915261,27.79444886,85.91077939,2018-08-18,debris_flow,Nepal
23915265,9.82689429,76.92110479,2018-08-16,landslide,India
23915253,11.54868241,76.03927146,2018-08-09,landslide,India
23915230,29.0396,81.2519,2011-07-02,landslide,Nepal
23915266,30.29068049,78.48725977,2018-09-03,landslide,India
23915267,10.45147354,76.98339139,2018-08-17,landslide,India
23915257,28.5051914,82.39631686999999,2018-09-02,landslide,Nepal
23915255,12.00218517,75.77401073,2018-08-05,landslide,India
23915310,10.26805833,76.34859138,2018-10-03,landslide,India
23915259,12.02218293,75.775,2018-09-02,landslide,India
23915318,10.67604803,76.16521,2018-08-17,landslide,India
23915319,10.3031161,76.87197005,2018-08-16,landslide,India
23915268,11.3378713,76.88295958,2018-09-28,landslide,India
23915299,25.7685,93.82005556,2018-10-29,landslide,India
23915270,10.52955815,76.69262671,2018-08-19,landslide,India
23915321,32.060732509999994,77.13301333,2018-08-18,landslide,India
23915328,31.40953517,76.43305805000001,2018-09-24,landslide,India
23915340,33.03222222,75.90944444,2018-09-24,landslide,India
23915341,32.74103796,74.87509309,2018-09-25,landslide,India
23915342,33.07376025,75.60805647000001,2018-09-24,landslide,India
23915608,19.1869,73.02,2016-07-31,mudslide,India
23915332,31.11122752,77.60624692,2018-09-28,landslide,India
23915320,10.39189518,77.00003782,2018-08-16,landslide,India
23915607,32.0996,77.1586,2011-03-05,landslide,India
23915626,28.0004,84.033,2011-06-30,landslide,Nepal
23915585,24.5202,92.7239,2016-05-18,landslide,India
23915594,33.1804,75.8101,2011-02-13,landslide,India
23915610,32.9913,75.1915,2013-08-14,landslide,India
23915639,10.3228,76.4319,2013-08-05,landslide,India
23915636,26.1985,91.7998,2014-09-22,landslide,India
23915661,26.9974,88.4314,2015-06-17,landslide,India
23915630,19.0949,72.8899,2009-09-03,mudslide,India
23915674,33.1206,75.3142,2014-10-26,landslide,India
23915673,31.1,77.16,2008-08-17,landslide,India
23915675,25.4941,82.5725,2016-07-31,landslide,India
23915623,30.7386,79.4954,2016-08-04,debris_flow,India
23915660,31.5375,77.3737,2013-08-21,landslide,India
23915659,27.828,83.6349,2012-06-13,landslide,Nepal
23915678,10.0606,76.6331,2013-08-07,landslide,India
23915680,30.6785,78.3475,2010-08-09,landslide,India
23915654,33.9344,74.6566,2015-03-30,landslide,India
23915700,27.7898,86.3499,2013-07-22,landslide,Nepal
23915696,27.0011,93.7273,2010-09-10,landslide,India
23915708,23.7327,92.7463,2014-07-14,landslide,India
23915682,29.36,80.126,2010-07-20,landslide,India
23915725,33.241,75.234,2012-02-22,landslide,India
23915713,34.209,74.3524,2014-04-15,landslide,India
23915724,27.3721,88.708,2013-06-08,landslide,India
23915726,18.7632,73.347,2015-07-19,landslide,India
23915720,34.0978,74.4016,2015-04-03,landslide,India
23915730,28.1171,83.2497,2010-08-27,landslide,Nepal
23915717,28.1347,83.2369,2016-07-16,landslide,Nepal
23915737,25.203,90.5573,2016-07-19,translational_slide,India
23915727,29.5935,79.6805,2013-06-19,landslide,India
23915743,28.4499,83.3453,2016-09-03,landslide,Nepal
23915747,33.3343,75.1969,2015-03-22,landslide,India
23915757,28.3328,83.3742,2013-09-03,landslide,Nepal
23915798,27.0377,88.3603,2012-09-14,landslide,India
23915779,33.1617,75.3278,2011-06-09,landslide,India
23915767,32.6173,75.264,2015-08-20,landslide,India
23915760,18.7734,82.8555,2015-09-15,rock_fall,India
23915794,28.5237,82.5891,2014-08-14,landslide,Nepal
23915802,27.044,89.5744,2009-08-18,landslide,Bhutan
23915811,27.9358,85.1893,2011-07-19,landslide,Nepal
23915817,30.6509,79.5192,2011-07-08,landslide,India
23915821,24.8669,92.3576,2014-05-09,landslide,India
23915801,34.0049,73.7526,2010-02-08,landslide,Pakistan
23915806,33.0165,74.9437,2011-02-13,landslide,India
23915815,31.2403,77.9258,2011-08-07,landslide,India
23915827,29.841,79.7758,2012-09-14,landslide,India
23915832,29.4596,82.0446,2016-06-10,landslide,Nepal
23915829,20.92931962,92.22263842,2010-06-15,landslide,Bangladesh
23915825,26.8366,88.0839,2015-07-01,landslide,Nepal
23915838,27.8173,83.4643,2011-07-01,landslide,Nepal
23915834,23.3572,92.7878,2015-08-26,landslide,India
23915848,30.6838,79.0479,2015-06-25,landslide,India
23915856,9.8957,76.9346,2013-08-05,landslide,India
23915840,26.4333,94.8833,2010-06-17,landslide,India
23915846,35.5099,73.3361,2013-08-03,landslide,Pakistan
23915877,29.8587,80.5547,2015-08-07,rock_fall,Nepal
23915878,30.7332,78.4401,2010-09-20,landslide,India
23915865,30.966,78.4151,2010-08-20,landslide,India
23915839,25.61560252,94.11603493,2010-08-19,landslide,India
23915904,25.03561729,94.0144205,2011-06-28,landslide,India
23915907,30.2411,78.9014,2015-07-26,landslide,India
23915875,33.5405,74.3723,2014-09-06,landslide,India
23915922,30.056,70.6369,2011-09-16,landslide,Pakistan
23915930,26.1666,91.7042,2015-09-23,landslide,India
23915908,33.3018,75.1793,2013-08-14,landslide,India
23915913,28.2649,83.7843,2010-07-26,landslide,Nepal
23915937,27.4159,87.6909,2016-07-10,landslide,Nepal
23915940,26.0977,94.7031,2013-06-07,landslide,India
23915920,25.3833,94.1884,2013-08-15,landslide,India
23915935,30.3642,79.3158,2013-08-18,landslide,India
23915941,29.5885,80.2098,2009-08-08,landslide,India
23915963,9.5988,76.5289,2011-08-07,landslide,India
23915947,34.6758,73.0428,2015-07-27,landslide,Pakistan
23915975,25.0821,91.7783,2015-11-16,landslide,Bangladesh
23915989,24.7979,92.9974,2015-07-22,landslide,India
23915939,27.7165,85.4279,2011-08-03,landslide,Nepal
23915936,29.4469,81.4867,2010-08-10,landslide,Nepal
23915994,29.607,79.9298,2011-06-29,landslide,India
23916002,33.6794,74.2525,2015-09-03,landslide,India
23915942,10.2462,77.582,2010-11-23,landslide,India
23915983,25.6269,94.1139,2013-07-15,landslide,India
23915979,33.1289,75.4325,2011-06-08,landslide,India
23916017,16.5145,80.6526,2016-06-02,rock_fall,India
23916001,30.8741,76.9576,2010-09-19,landslide,India
23916031,34.1327,74.5594,2015-03-15,landslide,India
23916023,28.8687,82.1707,2011-08-22,landslide,Nepal
23916018,35.3047,69.5546,2014-03-31,landslide,Afghanistan
23916036,30.0667,79.0193,2011-06-29,landslide,India
23916051,28.285,83.85210000000001,2014-09-19,landslide,Nepal
23916046,36.3079,74.6712,2015-10-26,landslide,Pakistan
23916050,19.16260832,73.68550038000001,2014-07-30,mudslide,India
23916057,19.3379,73.7767,2013-07-25,rock_fall,India
23916052,27.1034,93.6885,2011-08-05,landslide,India
23916058,33.8911,74.9781,2015-03-15,landslide,India
23916063,29.2983,80.7651,2014-06-17,landslide,Nepal
23916083,31.8246,77.4702,2014-02-12,landslide,India
23916064,23.899,94.1434,2015-08-01,landslide,India
23916071,34.208,77.5101,2010-08-06,landslide,India
23916092,33.32823333,75.2041911,2010-09-23,landslide,India
23916087,27.5742,85.1509,2014-08-14,landslide,Nepal
23916089,32.3109,77.2195,2010-09-13,landslide,India
23916090,26.8016,88.0499,2012-10-01,landslide,Nepal
23916096,10.9628,77.5947,2013-06-25,landslide,India
23916091,25.1019,93.3729,2015-08-11,landslide,India
23916113,22.6239,91.6743,2016-05-21,landslide,Bangladesh
23916094,33.2706,75.7702,2015-07-27,landslide,India
23916114,30.4326,78.0767,2010-09-19,landslide,India
23916141,33.1261,75.4481,2014-11-06,landslide,India
23916106,27.3773,88.559,2010-07-21,landslide,India
23916109,25.6278,94.1051,2015-08-19,landslide,India
23916115,27.1005,87.7831,2016-07-25,rock_fall,Nepal
23916152,9.4237,76.9371,2011-08-06,landslide,India
23916148,29.3588,81.31,2012-06-23,landslide,Nepal
23916145,27.3765,88.7628,2013-06-27,landslide,India
23916127,23.0137,91.7174,2014-08-14,mudslide,India
23916181,19.1095,72.8929,2010-06-25,landslide,India
23916125,30.7333,78.4399,2011-07-10,landslide,India
23916179,27.5684,85.2254,2012-09-17,landslide,Nepal
23916192,15.6019,73.8093,2016-07-12,landslide,India
23916164,18.5158,73.1822,2014-05-07,landslide,India
23916190,24.544,85.3492,2014-08-09,rock_fall,India
23916160,26.222,94.9152,2010-08-14,landslide,India
23916195,27.1344,88.4575,2009-08-20,landslide,India
23916202,27.5567,85.1173,2016-07-25,landslide,Nepal
23916196,25.4243,88.2746,2015-06-30,landslide,India
23916215,17.586100000000002,73.1742,2015-06-22,landslide,India
23916209,25.8877,94.7861,2010-07-06,mudslide,India
23916217,30.6014,78.3449,2013-08-13,landslide,India
23916235,28.2653,83.6032,2010-08-29,landslide,Nepal
23916218,10.0604,76.635,2012-08-17,landslide,India
23916219,34.9926,72.3661,2015-06-24,landslide,Pakistan
23916236,29.9121,78.1723,2011-08-12,landslide,India
23916256,29.8246,94.413,2016-06-18,landslide,China
23916238,28.266,84.8942,2015-06-26,landslide,Nepal
23916263,28.0816,83.2934,2014-06-20,landslide,Nepal
23916227,37.3888,69.8255,2014-08-05,landslide,Afghanistan
23916265,33.33280503,75.21320384,2008-02-03,landslide,India
23916288,33.1253,74.8288,2014-09-03,landslide,India
23916264,27.88159864,83.77762394000001,2010-10-06,landslide,Nepal
23916291,33.0716,74.839,2016-08-07,landslide,India
23916300,28.0297,85.0934,2015-08-21,landslide,Nepal
23916296,25.5265,93.8673,2010-10-09,landslide,India
23916280,31.944,77.1179,2010-09-20,landslide,India
23916277,23.8986,91.7599,2010-06-03,landslide,India
23916286,28.0054,82.68,2014-06-19,landslide,Nepal
23916268,20.7844,97.0235,2014-10-17,landslide,Myanmar
23916319,33.1445,75.5469,2015-04-03,landslide,India
23916316,12.9746,80.2119,2015-11-14,landslide,India
23916355,34.11994575,71.16761742999999,2018-09-24,landslide,Pakistan
23916304,36.0282,74.548,2015-12-25,landslide,Pakistan
23916353,10.86885351,76.03846723,2018-08-16,landslide,India
